index,cohorte_passage,gd_discipline,reussite_3_ans,passage_en_l2_2_ans,reussite_3_4_ans,reorientation_en_dut,redoublement_en_l1,effectif_neobacheliers_reussite,discipline_lib,effectif_neobacheliers_passage,sexe_lib,serie_bac,gd_discipline_lib,age_au_bac_lib,passage_en_l2_1_2_ans,discipline,sexe,mention_bac,age_au_bac,passage_en_l2_1_an,reorientation_en_dut_1_an,reorientation_en_dut_2_ans,sect_disciplinaire_lib,reussite_4_ans,serie_bac_lib,mention_bac_lib,sect_disciplinaire,cohorte_reussite
1408,2014,LLSH,1.0,0.0,1.0,0.0,1.0,2.0,"Pluridisciplinaire lettres, langues, sciences humaines",1.0,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,0.0,32,2,D,R1,0.0,0.0,0.0,"Pluridisciplinaire lettres, langues, sciences humaines",0.0,BAC technologique hors STMG,Passable premier groupe,67,2012
1409,2014,LLSH,0.0,,0.0,,,1.0,"Pluridisciplinaire lettres, langues, sciences humaines",,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,,32,1,B,R4,,,,"Pluridisciplinaire lettres, langues, sciences humaines",0.0,BAC professionnel,Bien,67,2012
1410,2014,SANTE,,1.0,,0.0,1.0,,Médecine,1.0,Homme,3,Santé,A l'heure ou en avance,1.0,11,1,D,R0,0.0,0.0,0.0,Médecine,,BAC S,Passable premier groupe,7,2012
1411,2014,SI,0.0,0.0,0.0,0.0,0.0,1.0,"Sciences de la vie, de la terre et de l'univers",1.0,Femme,1,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,9,2,P,R0,0.0,0.0,0.0,Sciences de l'univers,0.0,BAC L,Passable deuxième groupe,5,2012
1412,2014,SI,0.0,,0.0,,,1.0,"Sciences de la vie, de la terre et de l'univers",,Homme,4,Sciences et sciences de l'ingénieur,A l'heure ou en avance,,9,1,D,R0,,,,Sciences de l'univers,0.0,BAC STMG,Passable premier groupe,5,2012
1413,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,"Sciences de la vie, de la terre et de l'univers",1.0,Homme,1,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,9,1,D,R0,0.0,0.0,0.0,Sciences de la vie,0.0,BAC L,Passable premier groupe,6,2012
1414,2014,SI,1.0,1.0,1.0,2.0,2.0,2.0,"Sciences de la vie, de la terre et de l'univers",3.0,Homme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,9,1,B,R0,0.0,1.0,1.0,Sciences de la vie,0.0,BAC ES,Bien,6,2012
1415,2014,SI,0.0,2.0,1.0,2.0,5.0,5.0,"Sciences de la vie, de la terre et de l'univers",11.0,Homme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,2.0,9,1,D,R0,0.0,2.0,0.0,Sciences de la vie,1.0,BAC ES,Passable premier groupe,6,2012
1416,2014,SI,0.0,,0.0,,,1.0,"Sciences de la vie, de la terre et de l'univers",,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,,9,2,A,R0,,,,Sciences de la vie,0.0,BAC ES,Très bien,6,2012
1417,2014,SI,1.0,0.0,1.0,0.0,0.0,2.0,"Sciences de la vie, de la terre et de l'univers",1.0,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,9,1,D,R1,0.0,0.0,0.0,Sciences de la vie,0.0,BAC ES,Passable premier groupe,6,2012
1418,2014,SI,0.0,0.0,0.0,1.0,0.0,1.0,"Sciences de la vie, de la terre et de l'univers",1.0,Homme,4,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,9,1,C,R0,0.0,1.0,0.0,Sciences de la vie,0.0,BAC STMG,Assez bien,6,2012
1419,2014,SI,0.0,0.0,2.0,0.0,0.0,4.0,"Sciences de la vie, de la terre et de l'univers",1.0,Femme,4,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,9,2,C,R0,0.0,0.0,0.0,Sciences de la vie,2.0,BAC STMG,Assez bien,6,2012
1420,2014,SI,9.0,7.0,16.0,3.0,11.0,39.0,"Sciences de la vie, de la terre et de l'univers",55.0,Femme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,19.0,9,2,B,R0,12.0,3.0,0.0,Sciences de la vie,7.0,BAC technologique hors STMG,Bien,6,2012
1421,2014,SI,1.0,2.0,1.0,0.0,4.0,3.0,"Sciences de la vie, de la terre et de l'univers",16.0,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,2.0,9,2,B,R4,0.0,0.0,0.0,Sciences de la vie,0.0,BAC professionnel,Bien,6,2012
1422,2014,SI,0.0,,0.0,,,1.0,"Sciences de la vie, de la terre et de l'univers",,Homme,1,Sciences et sciences de l'ingénieur,A l'heure ou en avance,,9,1,C,R0,,,,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",0.0,BAC L,Assez bien,69,2012
1423,2014,SI,0.0,,1.0,,,1.0,"Sciences de la vie, de la terre et de l'univers",,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,,9,1,C,R1,,,,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",1.0,BAC ES,Assez bien,69,2012
1424,2014,SI,,0.0,,0.0,0.0,,"Sciences de la vie, de la terre et de l'univers",2.0,Femme,4,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,9,2,D,R2,0.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",,BAC STMG,Passable premier groupe,69,2012
1425,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,"Sciences de la vie, de la terre et de l'univers",2.0,Homme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,9,1,B,R1,0.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",0.0,BAC technologique hors STMG,Bien,69,2012
1426,2014,DSA,23.0,71.0,62.0,9.0,168.0,232.0,"Droit, sciences politiques",294.0,Homme,1,"Droit, gestion, économie, AES",A l'heure ou en avance,108.0,1,1,D,R0,37.0,6.0,3.0,Sciences juridiques,39.0,BAC L,Passable premier groupe,36,2012
1427,2014,DSA,242.0,100.0,330.0,11.0,134.0,406.0,"Droit, sciences politiques",674.0,Femme,1,"Droit, gestion, économie, AES",A l'heure ou en avance,588.0,1,2,B,R0,488.0,7.0,4.0,Sciences juridiques,88.0,BAC L,Bien,36,2012
1428,2014,DSA,0.0,3.0,2.0,1.0,37.0,63.0,"Droit, sciences politiques",88.0,Homme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,3.0,1,1,P,R0,0.0,1.0,0.0,Sciences juridiques,2.0,BAC STMG,Passable deuxième groupe,36,2012
1429,2014,DSA,0.0,1.0,0.0,1.0,3.0,8.0,"Droit, sciences politiques",8.0,Homme,4,"Droit, gestion, économie, AES",En retard d'un an,2.0,1,1,Q,R1,1.0,0.0,1.0,Sciences juridiques,0.0,BAC STMG,Inconnue,36,2012
1430,2014,DSA,0.0,0.0,0.0,0.0,2.0,11.0,"Droit, sciences politiques",3.0,Homme,4,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,1,1,Q,R2,0.0,0.0,0.0,Sciences juridiques,0.0,BAC STMG,Inconnue,36,2012
1431,2014,DSA,1.0,5.0,3.0,0.0,13.0,14.0,"Droit, sciences politiques",40.0,Femme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,7.0,1,2,C,R0,2.0,0.0,0.0,Sciences juridiques,2.0,BAC technologique hors STMG,Assez bien,36,2012
1432,2014,DSA,3.0,7.0,12.0,1.0,68.0,160.0,"Droit, sciences politiques",176.0,Homme,6,"Droit, gestion, économie, AES",Non pris en compte,11.0,1,1,C,R4,4.0,1.0,0.0,Sciences juridiques,9.0,BAC professionnel,Assez bien,36,2012
1433,2014,DSA,10.0,7.0,13.0,0.0,14.0,33.0,"Droit, sciences politiques",38.0,Homme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,23.0,1,1,D,R0,16.0,0.0,0.0,Sciences politiques,3.0,BAC ES,Passable premier groupe,37,2012
1434,2014,DSA,10.0,6.0,17.0,0.0,7.0,26.0,"Droit, sciences politiques",22.0,Femme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,17.0,1,2,D,R0,11.0,0.0,0.0,Sciences politiques,7.0,BAC ES,Passable premier groupe,37,2012
1435,2014,DSA,1.0,0.0,1.0,0.0,1.0,3.0,"Droit, sciences politiques",3.0,Homme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,2.0,1,1,C,R0,2.0,0.0,0.0,Sciences politiques,0.0,BAC STMG,Assez bien,37,2012
1436,2014,DSA,,0.0,,0.0,0.0,,"Droit, sciences politiques",1.0,Homme,5,"Droit, gestion, économie, AES",En retard d'un an,0.0,1,1,D,R1,0.0,0.0,0.0,Sciences politiques,,BAC technologique hors STMG,Passable premier groupe,37,2012
1437,2014,DSA,1.0,1.0,1.0,0.0,2.0,7.0,"Droit, sciences politiques",2.0,Homme,1,"Droit, gestion, économie, AES",En retard de plus d'un an,1.0,1,1,D,R2,0.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",0.0,BAC L,Passable premier groupe,61,2012
1438,2014,DSA,7.0,,7.0,,,8.0,"Droit, sciences politiques",,Homme,2,"Droit, gestion, économie, AES",En retard d'un an,,1,1,B,R1,,,,"Pluridisciplinaire droit, sciences politiques",0.0,BAC ES,Bien,61,2012
1439,2014,DSA,0.0,0.0,3.0,0.0,2.0,25.0,"Droit, sciences politiques",4.0,Femme,2,"Droit, gestion, économie, AES",En retard d'un an,1.0,1,2,P,R1,1.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",3.0,BAC ES,Passable deuxième groupe,61,2012
1440,2014,DSA,1.0,0.0,1.0,0.0,0.0,4.0,"Droit, sciences politiques",1.0,Homme,2,"Droit, gestion, économie, AES",En retard de plus d'un an,1.0,1,1,C,R2,1.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",0.0,BAC ES,Assez bien,61,2012
1441,2014,DSA,2.0,0.0,7.0,0.0,0.0,15.0,"Droit, sciences politiques",2.0,Femme,3,"Droit, gestion, économie, AES",A l'heure ou en avance,0.0,1,2,P,R0,0.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",5.0,BAC S,Passable deuxième groupe,61,2012
1442,2014,DSA,1.0,0.0,1.0,1.0,0.0,1.0,"Droit, sciences politiques",1.0,Femme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,0.0,1,2,B,R0,0.0,1.0,0.0,"Pluridisciplinaire droit, sciences politiques",0.0,BAC technologique hors STMG,Bien,61,2012
1443,2014,DSA,0.0,,1.0,,,11.0,"Droit, sciences politiques",,Femme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,,1,2,D,R0,,,,"Pluridisciplinaire droit, sciences politiques",1.0,BAC technologique hors STMG,Passable premier groupe,61,2012
1444,2014,DSA,3.0,2.0,4.0,1.0,7.0,18.0,"Sciences économiques, gestion",15.0,Femme,2,"Droit, gestion, économie, AES",En retard d'un an,6.0,2,2,P,R1,4.0,0.0,1.0,Sciences économiques,1.0,BAC ES,Passable deuxième groupe,38,2012
1445,2014,DSA,3.0,0.0,3.0,0.0,0.0,3.0,"Sciences économiques, gestion",2.0,Femme,3,"Droit, gestion, économie, AES",En retard d'un an,2.0,2,2,B,R1,2.0,0.0,0.0,Sciences économiques,0.0,BAC S,Bien,38,2012
1446,2014,DSA,2.0,0.0,4.0,0.0,0.0,4.0,"Sciences économiques, gestion",2.0,Femme,3,"Droit, gestion, économie, AES",En retard d'un an,2.0,2,2,Q,R1,2.0,0.0,0.0,Sciences économiques,2.0,BAC S,Inconnue,38,2012
1447,2014,DSA,0.0,2.0,1.0,0.0,6.0,6.0,"Sciences économiques, gestion",9.0,Femme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,4.0,2,2,C,R0,2.0,0.0,0.0,Sciences économiques,1.0,BAC STMG,Assez bien,38,2012
1448,2014,DSA,0.0,0.0,0.0,0.0,6.0,3.0,"Sciences économiques, gestion",11.0,Femme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,0.0,2,2,P,R0,0.0,0.0,0.0,Sciences économiques,0.0,BAC STMG,Passable deuxième groupe,38,2012
1449,2014,DSA,1.0,,1.0,,,3.0,"Sciences économiques, gestion",,Femme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,,2,2,C,R2,,,,Sciences économiques,0.0,BAC technologique hors STMG,Assez bien,38,2012
1450,2014,DSA,,0.0,,0.0,0.0,,"Sciences économiques, gestion",1.0,Femme,1,"Droit, gestion, économie, AES",A l'heure ou en avance,1.0,2,2,A,R0,1.0,0.0,0.0,Sciences de gestion,,BAC L,Très bien,39,2012
1451,2014,DSA,0.0,0.0,0.0,0.0,1.0,2.0,"Sciences économiques, gestion",1.0,Homme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,2,1,D,R2,0.0,0.0,0.0,Sciences de gestion,0.0,BAC technologique hors STMG,Passable premier groupe,39,2012
1452,2014,DSA,1.0,,1.0,,,1.0,"Sciences économiques, gestion",,Femme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,,2,2,Q,R2,,,,Sciences de gestion,0.0,BAC technologique hors STMG,Inconnue,39,2012
1453,2014,DSA,0.0,,1.0,,,3.0,"Sciences économiques, gestion",,Homme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,,2,1,Q,R0,,,,Pluridisciplinaire sciences économiques et gestion,1.0,BAC technologique hors STMG,Inconnue,62,2012
1454,2014,DSA,1.0,0.0,1.0,0.0,0.0,1.0,"Sciences économiques, gestion",1.0,Homme,5,"Droit, gestion, économie, AES",En retard d'un an,0.0,2,1,A,R1,0.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,0.0,BAC technologique hors STMG,Très bien,62,2012
1455,2014,DSA,1.0,0.0,1.0,0.0,1.0,7.0,"Sciences économiques, gestion",1.0,Femme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,2,2,P,R2,0.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,0.0,BAC technologique hors STMG,Passable deuxième groupe,62,2012
1456,2014,DSA,1.0,0.0,1.0,0.0,1.0,2.0,Administration économique et sociale,3.0,Femme,1,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,3,2,Q,R2,0.0,0.0,0.0,Administration économique et sociale,0.0,BAC L,Inconnue,40,2012
1457,2014,LLSH,3.0,3.0,4.0,0.0,14.0,28.0,Langues,57.0,Femme,6,"Lettres, langues et sciences humaines",Non pris en compte,11.0,5,2,B,R4,8.0,0.0,0.0,Langues étrangères appliquées,1.0,BAC professionnel,Bien,24,2012
1458,2014,LLSH,7.0,2.0,9.0,0.0,4.0,19.0,Sciences humaines et sociales,13.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,9.0,6,2,C,R1,7.0,0.0,0.0,"Philosophie, épistémologie",2.0,BAC L,Assez bien,26,2012
1459,2014,LLSH,0.0,0.0,2.0,0.0,0.0,4.0,Sciences humaines et sociales,2.0,Homme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,6,1,D,R2,1.0,0.0,0.0,"Philosophie, épistémologie",2.0,BAC S,Passable premier groupe,26,2012
1460,2014,LLSH,0.0,0.0,0.0,0.0,1.0,2.0,Sciences humaines et sociales,3.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,6,2,P,R2,0.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC technologique hors STMG,Passable deuxième groupe,26,2012
1461,2014,LLSH,99.0,84.0,138.0,4.0,149.0,264.0,Sciences humaines et sociales,436.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,252.0,6,2,D,R0,168.0,2.0,2.0,Histoire,39.0,BAC L,Passable premier groupe,27,2012
1462,2014,LLSH,28.0,10.0,36.0,0.0,13.0,58.0,Sciences humaines et sociales,57.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,40.0,6,1,C,R1,30.0,0.0,0.0,Histoire,8.0,BAC ES,Assez bien,27,2012
1463,2014,LLSH,60.0,15.0,74.0,6.0,24.0,109.0,Sciences humaines et sociales,138.0,Homme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,105.0,6,1,C,R0,90.0,4.0,2.0,Histoire,14.0,BAC S,Assez bien,27,2012
1464,2014,LLSH,3.0,6.0,4.0,5.0,24.0,50.0,Sciences humaines et sociales,78.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,14.0,6,1,D,R0,8.0,5.0,0.0,Histoire,1.0,BAC STMG,Passable premier groupe,27,2012
1465,2014,LLSH,4.0,7.0,10.0,2.0,28.0,87.0,Sciences humaines et sociales,80.0,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,11.0,6,1,D,R1,4.0,1.0,1.0,Histoire,6.0,BAC STMG,Passable premier groupe,27,2012
1466,2014,LLSH,3.0,7.0,9.0,0.0,16.0,41.0,Sciences humaines et sociales,40.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,10.0,6,2,D,R1,3.0,0.0,0.0,Histoire,6.0,BAC STMG,Passable premier groupe,27,2012
1467,2014,LLSH,0.0,1.0,0.0,0.0,1.0,2.0,Sciences humaines et sociales,1.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,6,1,B,R2,0.0,0.0,0.0,Histoire,0.0,BAC technologique hors STMG,Bien,27,2012
1468,2014,LLSH,1.0,,4.0,,,5.0,Sciences humaines et sociales,,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,,6,2,P,R2,,,,Géographie,3.0,BAC L,Passable deuxième groupe,28,2012
1469,2014,LLSH,0.0,0.0,1.0,0.0,0.0,2.0,Sciences humaines et sociales,1.0,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,6,1,A,R0,1.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",1.0,BAC ES,Très bien,30,2012
1470,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,0.0,6,2,D,R0,0.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",,BAC STMG,Passable premier groupe,30,2012
1471,2014,LLSH,0.0,0.0,1.0,0.0,0.0,2.0,Sciences humaines et sociales,1.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,2,D,R1,0.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",1.0,BAC STMG,Passable premier groupe,30,2012
1472,2014,LLSH,0.0,,1.0,,,1.0,Sciences humaines et sociales,,Homme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,,6,1,P,R0,,,,Sciences religieuses,1.0,BAC L,Passable deuxième groupe,31,2012
1473,2014,LLSH,1.0,0.0,2.0,0.0,0.0,5.0,Sciences humaines et sociales,4.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,4.0,6,1,C,R2,4.0,0.0,0.0,Psychologie,1.0,BAC L,Assez bien,32,2012
1474,2014,LLSH,31.0,7.0,49.0,0.0,30.0,127.0,Sciences humaines et sociales,93.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,24.0,6,2,P,R1,17.0,0.0,0.0,Psychologie,18.0,BAC ES,Passable deuxième groupe,32,2012
1475,2014,LLSH,0.0,0.0,0.0,0.0,0.0,1.0,Sciences humaines et sociales,2.0,Homme,1,"Lettres, langues et sciences humaines",En retard d'un an,2.0,6,1,B,R1,2.0,0.0,0.0,"Sociologie, démographie",0.0,BAC L,Bien,33,2012
1476,2014,DSA,1.0,1.0,3.0,0.0,1.0,8.0,Administration économique et sociale,2.0,Femme,3,"Droit, gestion, économie, AES",En retard de plus d'un an,2.0,3,2,D,R2,1.0,0.0,0.0,Administration économique et sociale,2.0,BAC S,Passable premier groupe,40,2012
1477,2014,DSA,10.0,15.0,18.0,10.0,75.0,145.0,Administration économique et sociale,191.0,Homme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,25.0,3,1,D,R0,10.0,10.0,0.0,Administration économique et sociale,8.0,BAC STMG,Passable premier groupe,40,2012
1478,2014,LLSH,1.0,,1.0,,,2.0,"Lettres, sciences du langage, arts",,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,,4,2,A,R0,,,,Langues et littératures anciennes,0.0,BAC S,Très bien,18,2012
1479,2014,LLSH,20.0,6.0,26.0,0.0,5.0,37.0,"Lettres, sciences du langage, arts",47.0,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,36.0,4,2,C,R0,30.0,0.0,0.0,Langues et littératures françaises,6.0,BAC S,Assez bien,19,2012
1480,2014,LLSH,,0.0,,0.0,0.0,,"Lettres, sciences du langage, arts",1.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,1.0,4,1,A,R1,1.0,0.0,0.0,Langues et littératures françaises,,BAC S,Très bien,19,2012
1481,2014,LLSH,0.0,2.0,0.0,0.0,3.0,1.0,"Lettres, sciences du langage, arts",8.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,4,1,C,R0,2.0,0.0,0.0,Langues et littératures françaises,0.0,BAC STMG,Assez bien,19,2012
1482,2014,LLSH,1.0,0.0,1.0,0.0,5.0,9.0,"Lettres, sciences du langage, arts",6.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,0.0,4,2,P,R1,0.0,0.0,0.0,Langues et littératures françaises,0.0,BAC STMG,Passable deuxième groupe,19,2012
1483,2014,LLSH,10.0,4.0,14.0,0.0,16.0,48.0,"Lettres, sciences du langage, arts",43.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,16.0,4,1,D,R2,12.0,0.0,0.0,Arts,4.0,BAC L,Passable premier groupe,21,2012
1484,2014,LLSH,,0.0,,0.0,0.0,,"Lettres, sciences du langage, arts",1.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,4,2,A,R2,1.0,0.0,0.0,Arts,,BAC L,Très bien,21,2012
1485,2014,LLSH,15.0,3.0,16.0,0.0,4.0,19.0,"Lettres, sciences du langage, arts",29.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,23.0,4,2,A,R0,20.0,0.0,0.0,Arts,1.0,BAC ES,Très bien,21,2012
1486,2014,LLSH,1.0,0.0,1.0,0.0,0.0,1.0,"Lettres, sciences du langage, arts",7.0,Femme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,3.0,4,2,A,R0,3.0,0.0,0.0,Arts,0.0,BAC technologique hors STMG,Très bien,21,2012
1487,2014,LLSH,0.0,2.0,0.0,0.0,5.0,10.0,"Lettres, sciences du langage, arts",13.0,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,2.0,4,1,P,R1,0.0,0.0,0.0,Arts,0.0,BAC technologique hors STMG,Passable deuxième groupe,21,2012
1488,2014,LLSH,2.0,0.0,2.0,0.0,1.0,4.0,"Lettres, sciences du langage, arts",7.0,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,4.0,4,2,Q,R1,4.0,0.0,0.0,Arts,0.0,BAC technologique hors STMG,Inconnue,21,2012
1489,2014,LLSH,0.0,2.0,0.0,0.0,2.0,2.0,"Lettres, sciences du langage, arts",4.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,3.0,4,2,Q,R2,1.0,0.0,0.0,Arts,0.0,BAC technologique hors STMG,Inconnue,21,2012
1490,2014,LLSH,4.0,1.0,5.0,0.0,2.0,5.0,"Lettres, sciences du langage, arts",6.0,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,5.0,4,2,C,R0,4.0,0.0,0.0,"Pluridisciplinaire lettres, sciences du langage, arts",1.0,BAC S,Assez bien,64,2012
1491,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,,4,2,C,R1,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC S,Assez bien,64,2012
1492,2014,LLSH,11.0,11.0,17.0,1.0,30.0,44.0,Langues,70.0,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,34.0,5,2,P,R0,23.0,1.0,0.0,Langues et littératures étrangères,6.0,BAC S,Passable deuxième groupe,23,2012
1493,2014,LLSH,0.0,0.0,0.0,0.0,0.0,1.0,Langues,1.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,0.0,5,1,B,R1,0.0,0.0,0.0,Langues et littératures étrangères,0.0,BAC S,Bien,23,2012
1494,2014,LLSH,2.0,0.0,2.0,0.0,2.0,5.0,Langues,6.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,2.0,5,1,C,R2,2.0,0.0,0.0,Langues et littératures étrangères,0.0,BAC technologique hors STMG,Assez bien,23,2012
1495,2014,LLSH,1.0,0.0,2.0,0.0,3.0,5.0,Langues,8.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,5.0,5,2,C,R2,5.0,0.0,0.0,Langues et littératures étrangères,1.0,BAC technologique hors STMG,Assez bien,23,2012
1496,2014,LLSH,5.0,0.0,7.0,2.0,8.0,23.0,Langues,39.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,11.0,5,1,D,R1,11.0,1.0,1.0,Langues étrangères appliquées,2.0,BAC S,Passable premier groupe,24,2012
1497,2014,LLSH,1.0,1.0,2.0,0.0,14.0,46.0,Langues,33.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,3.0,5,1,P,R0,2.0,0.0,0.0,Langues étrangères appliquées,1.0,BAC STMG,Passable deuxième groupe,24,2012
1498,2014,LLSH,0.0,0.0,0.0,0.0,2.0,3.0,Langues,2.0,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,0.0,5,1,B,R1,0.0,0.0,0.0,Langues étrangères appliquées,0.0,BAC STMG,Bien,24,2012
1499,2014,LLSH,2.0,1.0,3.0,0.0,1.0,4.0,Langues,1.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,5,2,C,R0,0.0,0.0,0.0,Pluridisciplinaire langues,1.0,BAC ES,Assez bien,65,2012
1500,2014,LLSH,2.0,0.0,2.0,0.0,0.0,3.0,Sciences humaines et sociales,3.0,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,2,P,R0,2.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC S,Passable deuxième groupe,26,2012
1501,2014,LLSH,6.0,1.0,10.0,0.0,3.0,24.0,Sciences humaines et sociales,4.0,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,1,P,R0,1.0,0.0,0.0,Géographie,4.0,BAC ES,Passable deuxième groupe,28,2012
1502,2014,LLSH,22.0,0.0,31.0,0.0,0.0,42.0,Sciences humaines et sociales,4.0,Homme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,6,1,D,R0,4.0,0.0,0.0,Géographie,9.0,BAC S,Passable premier groupe,28,2012
1503,2014,LLSH,0.0,0.0,1.0,0.0,1.0,7.0,Sciences humaines et sociales,2.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,6,2,P,R0,1.0,0.0,0.0,Géographie,1.0,BAC STMG,Passable deuxième groupe,28,2012
1504,2014,LLSH,0.0,,0.0,,,1.0,Sciences humaines et sociales,,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,,6,1,Q,R1,,,,Géographie,0.0,BAC STMG,Inconnue,28,2012
1505,2014,LLSH,0.0,,0.0,,,2.0,Sciences humaines et sociales,,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,,6,1,P,R2,,,,Géographie,0.0,BAC technologique hors STMG,Passable deuxième groupe,28,2012
